source_hgnc_id,source_hgnc_symbol,source_uniprot_id,relation,target_hgnc_id,target_hgnc_symbol,target_uniprot_id,stmt_hash,evidence_count,source_counts
8014,YBX1,P67809,DecreaseAmount,4931,HLA-A,P04439,28739823964789754,1,"{""medscan"": 1}"
6535,LDHA,P00338,IncreaseAmount,4983,HMGB1,P09429,-33659457808287133,1,"{""reach"": 1}"
10895,VPS4B,O75351,DecreaseAmount,4983,HMGB1,P09429,-5004611348368109,1,"{""reach"": 1}"
6743,CAPRIN1,Q14444,DecreaseAmount,9437,EIF2AK2,P19525,-17303166651309817,2,"{""medscan"": 1, ""reach"": 1}"
6743,CAPRIN1,Q14444,IncreaseAmount,30292,G3BP1,Q13283,-16784558468613166,1,"{""medscan"": 1}"
3508,EWSR1,Q01844,DecreaseAmount,1874,CFL1,P23528,2142261670223640,1,"{""reach"": 1}"
2514,CTNNB1,P35222,IncreaseAmount,6950,MCM7,P33993,-35650233594393126,1,"{""reach"": 1}"
2514,CTNNB1,P35222,DecreaseAmount,6950,MCM7,P33993,26384450168809331,2,"{""reach"": 2}"
13488,VPS4A,Q9UN37,DecreaseAmount,4983,HMGB1,P09429,1683628704858760,1,"{""reach"": 1}"
7871,NONO,Q15233,IncreaseAmount,10774,SFPQ,P23246,-8766912767948260,1,"{""reach"": 1}"
9910,RBMX,P38159,DecreaseAmount,6342,KIT,P10721,-13393525966096548,1,"{""trrust"": 1}"
12022,TPT1,P13693,IncreaseAmount,4983,HMGB1,P09429,-2646748865287313,1,"{""reach"": 1}"
12488,UBE2L3,P68036,IncreaseAmount,6950,MCM7,P33993,34565240834816282,1,"{""reach"": 1}"
8986,PIM1,P11309,IncreaseAmount,29931,GNL3,Q9BVP2,8414778345549437,2,"{""reach"": 2}"
8986,PIM1,P11309,IncreaseAmount,29931,GNL3,Q9BVP2,-21483448436398888,5,"{""medscan"": 4, ""reach"": 1}"
500,ANPEP,P15144,DecreaseAmount,4983,HMGB1,P09429,32097780514426118,1,"{""reach"": 1}"
29814,MUS81,Q96NY9,IncreaseAmount,6950,MCM7,P33993,3882344166058930,1,"{""reach"": 1}"
20509,ZC3H14,Q6PJT7,DecreaseAmount,19074,THOC5,Q13769,-25455355774257602,1,"{""reach"": 1}"
7782,NFE2L2,Q16236,DecreaseAmount,4983,HMGB1,P09429,-8260075036060615,3,"{""reach"": 3}"
7782,NFE2L2,Q16236,IncreaseAmount,4983,HMGB1,P09429,31318817550981162,2,"{""reach"": 2}"
5238,HSPA5,P11021,IncreaseAmount,4983,HMGB1,P09429,3633758436603739,2,"{""reach"": 2}"
5238,HSPA5,P11021,DecreaseAmount,4983,HMGB1,P09429,27452022930291921,2,"{""reach"": 2}"
29434,RC3H1,Q5TC82,DecreaseAmount,6950,MCM7,P33993,35395039428817656,1,"{""reach"": 1}"
1504,CASP3,P42574,IncreaseAmount,4983,HMGB1,P09429,19241012795056507,1,"{""reach"": 1}"
1874,CFL1,P23528,IncreaseAmount,9067,PLD1,Q13393,-17937081389724849,2,"{""reach"": 2}"
1874,CFL1,P23528,IncreaseAmount,7160,MMP14,P50281,-4188249150508403,1,"{""reach"": 1}"
1874,CFL1,P23528,DecreaseAmount,7107,MKI67,P46013,27503098144125239,1,"{""reach"": 1}"
1874,CFL1,P23528,IncreaseAmount,5344,ICAM1,P05362,877302567056361,1,"{""reach"": 1}"
1874,CFL1,P23528,IncreaseAmount,40,ABCB1,P08183,-28035646635206110,1,"{""reach"": 1}"
1874,CFL1,P23528,IncreaseAmount,2973,DNM1L,O00429,-5141595723187967,1,"{""reach"": 1}"
8978,PIK3CG,P48736,IncreaseAmount,4983,HMGB1,P09429,21247738697758258,3,"{""reach"": 3}"
6570,LGALS9,O00182,DecreaseAmount,4983,HMGB1,P09429,9782397206191054,1,"{""reach"": 1}"
3373,EP300,Q09472,IncreaseAmount,4983,HMGB1,P09429,13883747712587304,1,"{""reach"": 1}"
3373,EP300,Q09472,IncreaseAmount,587,APEX1,P27695,-16524470958758068,1,"{""reach"": 1}"
15452,GOLPH3,Q9H4A6,DecreaseAmount,4983,HMGB1,P09429,-15848022795520330,1,"{""reach"": 1}"
3498,MECOM,Q03112,DecreaseAmount,1917,CHD2,O14647,15956322734807531,1,"{""biopax"": 1}"
22964,THRAP3,Q9Y2W1,DecreaseAmount,10774,SFPQ,P23246,-22272068316923651,2,"{""medscan"": 2}"
6701,LRPAP1,P30533,IncreaseAmount,4983,HMGB1,P09429,-1785612734189988,1,"{""reach"": 1}"
19074,THOC5,Q13769,IncreaseAmount,19073,THOC2,Q8NI27,-2928702134094485,1,"{""reach"": 1}"
19074,THOC5,Q13769,DecreaseAmount,1833,CEBPA,P49715,-5888694942896609,1,"{""reach"": 1}"
4330,GLRX,P35754,DecreaseAmount,4983,HMGB1,P09429,-25048320891136547,1,"{""medscan"": 1}"
25782,MCMBP,Q9BTE3,DecreaseAmount,6950,MCM7,P33993,10514885680948585,1,"{""medscan"": 1}"
4606,PDIA3,P30101,DecreaseAmount,587,APEX1,P27695,-30016009385436073,1,"{""medscan"": 1}"
7414,MT-ATP6,P00846,IncreaseAmount,4983,HMGB1,P09429,7706032485823773,1,"{""reach"": 1}"
5045,HNRNPL,P14866,IncreaseAmount,587,APEX1,P27695,-30603231370835139,1,"{""medscan"": 1}"
6053,IMPDH2,P12268,IncreaseAmount,29931,GNL3,Q9BVP2,4148822369884329,1,"{""reach"": 1}"
6053,IMPDH2,P12268,DecreaseAmount,29931,GNL3,Q9BVP2,32382063440880641,1,"{""reach"": 1}"
2869,DHPS,P49366,DecreaseAmount,4983,HMGB1,P09429,-29050538118020246,1,"{""reach"": 1}"
3311,SERPINB1,P30740,DecreaseAmount,4983,HMGB1,P09429,29614667417328718,3,"{""reach"": 3}"
3311,SERPINB1,P30740,IncreaseAmount,4983,HMGB1,P09429,184573008721142,1,"{""reach"": 1}"
9718,PXN,P49023,IncreaseAmount,1874,CFL1,P23528,-20696178634982380,1,"{""medscan"": 1}"
10496,S100A6,P06703,IncreaseAmount,6950,MCM7,P33993,-18179981116326942,1,"{""reach"": 1}"
29931,GNL3,Q9BVP2,IncreaseAmount,2514,CTNNB1,P35222,-9319128523960655,1,"{""medscan"": 1}"
29931,GNL3,Q9BVP2,DecreaseAmount,1504,CASP3,P42574,23457723588038106,2,"{""medscan"": 1, ""reach"": 1}"
29931,GNL3,Q9BVP2,DecreaseAmount,12692,VIM,P08670,-23993945333769619,2,"{""reach"": 2}"
29931,GNL3,Q9BVP2,IncreaseAmount,12692,VIM,P08670,21674153614586385,2,"{""reach"": 2}"
29931,GNL3,Q9BVP2,IncreaseAmount,12692,VIM,P08670,-15099490356602752,1,"{""reach"": 1}"
29931,GNL3,Q9BVP2,DecreaseAmount,959,BAX,Q07812,-91522895228840,1,"{""reach"": 1}"
29931,GNL3,Q9BVP2,DecreaseAmount,7794,NFKB1,P19838,1466300070023784,1,"{""reach"": 1}"
29931,GNL3,Q9BVP2,IncreaseAmount,3236,EGFR,P00533,22841245644096903,1,"{""reach"": 1}"
16918,SYNCRIP,O60506,IncreaseAmount,4931,HLA-A,P04439,-32746755078842099,1,"{""reach"": 1}"
12950,SF1,Q15637,DecreaseAmount,9910,RBMX,P38159,-25179745572685922,1,"{""biopax"": 1}"
12950,SF1,Q15637,DecreaseAmount,9847,RANBP1,P43487,-22475514076657461,1,"{""biopax"": 1}"
12950,SF1,Q15637,DecreaseAmount,1917,CHD2,O14647,4146138800759599,2,"{""biopax"": 2}"
7515,MUC5AC,P98088,DecreaseAmount,4983,HMGB1,P09429,14477385134938396,1,"{""reach"": 1}"
4296,GLA,P06280,DecreaseAmount,6950,MCM7,P33993,14947228158150363,1,"{""reach"": 1}"
5439,IFNGR1,P15260,IncreaseAmount,4931,HLA-A,P04439,-24775365286023268,1,"{""reach"": 1}"
4983,HMGB1,P09429,IncreaseAmount,19986,CYCS,P99999,4751556731723258,1,"{""reach"": 1}"
4983,HMGB1,P09429,IncreaseAmount,19182,SASH1,O94885,-14196131537660004,1,"{""reach"": 1}"
4983,HMGB1,P09429,DecreaseAmount,19182,SASH1,O94885,28330878727508515,1,"{""reach"": 1}"
4983,HMGB1,P09429,IncreaseAmount,1912,CHAT,P28329,-10943477749751361,3,"{""reach"": 3}"
4983,HMGB1,P09429,IncreaseAmount,1736,CDC42,P60953,-10841520771346582,1,"{""reach"": 1}"
4983,HMGB1,P09429,IncreaseAmount,1681,CD44,P16070,-17250860044276892,5,"{""reach"": 5}"
4983,HMGB1,P09429,IncreaseAmount,16049,PTGES3,Q15185,-16497309582269925,1,"{""reach"": 1}"
4983,HMGB1,P09429,IncreaseAmount,1504,CASP3,P42574,-17970075723021269,3,"{""reach"": 3}"
4983,HMGB1,P09429,DecreaseAmount,1504,CASP3,P42574,28851248268456939,5,"{""medscan"": 2, ""reach"": 3}"
4983,HMGB1,P09429,IncreaseAmount,1473,CANX,P27824,-5000943011722017,1,"{""reach"": 1}"
4983,HMGB1,P09429,IncreaseAmount,1455,CALR,P27797,-29523232760240424,2,"{""reach"": 2}"
4983,HMGB1,P09429,IncreaseAmount,145,ACTG2,P63267,21000602802219175,1,"{""medscan"": 1}"
4983,HMGB1,P09429,DecreaseAmount,132,ACTB,P60709,31185560079377804,1,"{""reach"": 1}"
4983,HMGB1,P09429,IncreaseAmount,132,ACTB,P60709,25411957551633943,1,"{""reach"": 1}"
4983,HMGB1,P09429,IncreaseAmount,12692,VIM,P08670,-15391462541549243,1,"{""reach"": 1}"
4983,HMGB1,P09429,IncreaseAmount,12692,VIM,P08670,33622592553783043,5,"{""reach"": 5}"
4983,HMGB1,P09429,DecreaseAmount,12692,VIM,P08670,-30133159849660298,5,"{""reach"": 5}"
4983,HMGB1,P09429,IncreaseAmount,11768,TGFB2,P61812,3057605653523198,2,"{""reach"": 2}"
4983,HMGB1,P09429,IncreaseAmount,11763,TFRC,P02786,4153553240358837,2,"{""reach"": 2}"
4983,HMGB1,P09429,DecreaseAmount,11763,TFRC,P02786,-16633187732804997,1,"{""reach"": 1}"
4983,HMGB1,P09429,DecreaseAmount,11741,TFAM,Q00059,33343223714643405,1,"{""reach"": 1}"
4983,HMGB1,P09429,IncreaseAmount,11728,TERF1,P54274,17660887219103609,1,"{""reach"": 1}"
4983,HMGB1,P09429,DecreaseAmount,11364,STAT3,P40763,-13300297938819765,1,"{""reach"": 1}"
4983,HMGB1,P09429,IncreaseAmount,11364,STAT3,P40763,-4493805693366818,6,"{""reach"": 6}"
4983,HMGB1,P09429,DecreaseAmount,11362,STAT1,P42224,-5231921324673045,1,"{""reach"": 1}"
4983,HMGB1,P09429,IncreaseAmount,11362,STAT1,P42224,33757380600601377,1,"{""medscan"": 1}"
4983,HMGB1,P09429,IncreaseAmount,11280,SQSTM1,Q13501,2469375315715034,2,"{""reach"": 2}"
4983,HMGB1,P09429,IncreaseAmount,11280,SQSTM1,Q13501,-34646157355695743,1,"{""reach"": 1}"
4983,HMGB1,P09429,DecreaseAmount,11280,SQSTM1,Q13501,-13601149239293469,5,"{""reach"": 5}"
4983,HMGB1,P09429,IncreaseAmount,11138,SNCA,P37840,1188638111733814,1,"{""reach"": 1}"
4983,HMGB1,P09429,IncreaseAmount,11100,SMARCA4,P51532,-26398679060576454,1,"{""reach"": 1}"
4983,HMGB1,P09429,IncreaseAmount,11005,SLC2A1,P11166,26319336810573253,1,"{""reach"": 1}"
4983,HMGB1,P09429,IncreaseAmount,9801,RAC1,P63000,-1623039619163537,3,"{""medscan"": 1, ""reach"": 2}"
4983,HMGB1,P09429,IncreaseAmount,9718,PXN,P49023,33950432315071955,1,"{""reach"": 1}"
4983,HMGB1,P09429,DecreaseAmount,959,BAX,Q07812,-19257244426003338,3,"{""reach"": 1, ""medscan"": 2}"
4983,HMGB1,P09429,IncreaseAmount,959,BAX,Q07812,24933531215238607,1,"{""reach"": 1}"
4983,HMGB1,P09429,IncreaseAmount,959,BAX,Q07812,4434865817061814,3,"{""medscan"": 1, ""reach"": 2}"
4983,HMGB1,P09429,IncreaseAmount,9583,PTBP1,P26599,24789016631356097,1,"{""reach"": 1}"
4983,HMGB1,P09429,IncreaseAmount,9437,EIF2AK2,P19525,21505399572031682,2,"{""medscan"": 1, ""reach"": 1}"
4983,HMGB1,P09429,IncreaseAmount,9051,PLAT,P00750,30260050519705011,1,"{""reach"": 1}"
4983,HMGB1,P09429,DecreaseAmount,8909,PGP,A6NDG6,-1568720234214366,1,"{""reach"": 1}"
4983,HMGB1,P09429,IncreaseAmount,8909,PGP,A6NDG6,-5606867221660227,1,"{""reach"": 1}"
4983,HMGB1,P09429,DecreaseAmount,8729,PCNA,P12004,27615257303954347,2,"{""reach"": 2}"
4983,HMGB1,P09429,IncreaseAmount,8729,PCNA,P12004,-14078551024229243,7,"{""medscan"": 2, ""reach"": 5}"
4983,HMGB1,P09429,IncreaseAmount,7794,NFKB1,P19838,-21644424877787362,1,"{""reach"": 1}"
4983,HMGB1,P09429,DecreaseAmount,7794,NFKB1,P19838,-2605002785780724,1,"{""reach"": 1}"
4983,HMGB1,P09429,IncreaseAmount,7782,NFE2L2,Q16236,-2606798179965054,2,"{""reach"": 2}"
4983,HMGB1,P09429,DecreaseAmount,7782,NFE2L2,Q16236,-21794891615619495,5,"{""reach"": 5}"
4983,HMGB1,P09429,IncreaseAmount,7515,MUC5AC,P98088,-14402075565230420,1,"{""reach"": 1}"
4983,HMGB1,P09429,IncreaseAmount,7373,MSN,P26038,-4348137437017913,5,"{""reach"": 5}"
4983,HMGB1,P09429,IncreaseAmount,7173,MMP3,P08254,-19676162569396485,7,"{""medscan"": 2, ""reach"": 5}"
4983,HMGB1,P09429,IncreaseAmount,7160,MMP14,P50281,-21629037809246821,2,"{""sparser"": 2}"
4983,HMGB1,P09429,IncreaseAmount,712,ARRB2,P32121,-21836643409102162,2,"{""reach"": 2}"
4983,HMGB1,P09429,IncreaseAmount,711,ARRB1,P49407,-26084813284167951,2,"{""reach"": 2}"
4983,HMGB1,P09429,DecreaseAmount,7107,MKI67,P46013,29952274333324983,1,"{""reach"": 1}"
4983,HMGB1,P09429,IncreaseAmount,7107,MKI67,P46013,-21077353485396253,2,"{""medscan"": 1, ""reach"": 1}"
4983,HMGB1,P09429,DecreaseAmount,7097,MIF,P14174,-5350989112276282,1,"{""reach"": 1}"
